pl_name,hostname,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassprov,sy_dist,disc_facility
"HD 150706 b","HD 150706",2.43000000,0.48000000,-0.38000000,"Mass",28.26970000,"Haute-Provence Observatory"
"OGLE-2011-BLG-0251L b","OGLE-2011-BLG-0251L",0.53000000,0.21000000,-0.21000000,"Mass",2570.00000000,"OGLE"
"Kepler-414 c","Kepler-414",0.09400000,0.03900000,-0.03300000,"Mass",413.46000000,"Kepler"
"HD 3167 e","HD 3167",0.02646082,0.00320928,-0.00320928,"Msini",47.28990000,"CHaracterising ExOPlanets Satellite (CHEOPS)"
"Kepler-42 c","Kepler-42",0.18984143,,,"Mass",40.05950000,"Kepler"
"Kepler-33 c","Kepler-33",0.00122707,0.00390146,-0.00100683,"Mass",1209.16000000,"Kepler"
"Kepler-641 b","Kepler-641",0.01280000,,,"M-R relationship",969.91800000,"Kepler"
"Kepler-410 A b","Kepler-410 A",0.02650000,,,"M-R relationship",147.52700000,"Kepler"
"Kepler-314 c","Kepler-314",0.02750000,,,"M-R relationship",268.88100000,"Kepler"
"HD 168863 b","HD 168863",6.78000000,1.11400000,-1.09600000,"Mass",39.89790000,"Multiple Observatories"
"Kepler-415 b","Kepler-415",0.37700000,0.32100000,-0.27500000,"Mass",530.48700000,"Kepler"
"Kepler-338 e","Kepler-338",0.02700000,0.02300000,-0.02000000,"Mass",552.79800000,"Kepler"
"Kepler-33 e","Kepler-33",0.01752509,0.00364975,-0.00336658,"Mass",1209.16000000,"Kepler"
"Kepler-33 b","Kepler-33",0.01160000,,,"M-R relationship",1209.16000000,"Kepler"
"Kepler-46 c","Kepler-46",0.37600000,0.02100000,-0.01900000,"Mass",777.06000000,"Kepler"
"Kepler-318 b","Kepler-318",0.06270000,,,"M-R relationship",489.14100000,"Kepler"
"Kepler-314 b","Kepler-314",0.00157000,,,"M-R relationship",268.88100000,"Kepler"
"Kepler-46 b","Kepler-46",6.00000000,,,"Mass",777.06000000,"Kepler"
"USco CTIO 108 b","USco CTIO 108",14.00000000,2.00000000,-8.00000000,"Mass",144.01900000,"Teide Observatory"
"Kepler-130 c","Kepler-130",0.02750000,,,"M-R relationship",316.66300000,"Kepler"
"Kepler-418 b","Kepler-418",1.10000000,,,"Mass",1002.53000000,"Kepler"
"Kepler-33 f","Kepler-33",0.03020483,0.00534877,-0.00566340,"Mass",1209.16000000,"Kepler"
"Kepler-33 d","Kepler-33",0.01230217,0.00588365,-0.00566340,"Mass",1209.16000000,"Kepler"
"HD 155358 c","HD 155358",0.82000000,0.07000000,-0.07000000,"Msini",43.61970000,"McDonald Observatory"
"Kepler-52 b","Kepler-52",0.42475750,,,"Mass",321.54200000,"Kepler"
"Kepler-58 b","Kepler-58",0.11169549,,,"Mass",969.25200000,"Kepler"
"HD 183263 c","HD 183263",9.31000000,1.52200000,-1.82200000,"Mass",54.19550000,"W. M. Keck Observatory"
"HD 187123 b","HD 187123",0.52300000,0.04300000,-0.04300000,"Msini",45.95480000,"W. M. Keck Observatory"
"V0391 Peg b","V0391 Peg",3.20000000,0.70000000,-0.70000000,"Msini",1195.98000000,"Multiple Observatories"
"Kepler-62 e","Kepler-62",0.11300000,,,"Mass",300.87400000,"Kepler"
"HD 197037 b","HD 197037",0.79000000,0.05000000,-0.05000000,"Msini",33.19440000,"McDonald Observatory"
"CFBDSIR J145829+101343 b","CFBDSIR J145829+101343",10.50000000,4.50000000,-4.50000000,"Mass",23.10000000,"W. M. Keck Observatory"
"Kepler-269 b","Kepler-269",0.02100000,,,"M-R relationship",2257.32000000,"Kepler"
"Kepler-300 c","Kepler-300",0.01790000,,,"M-R relationship",1098.45000000,"Kepler"
"Kepler-149 d","Kepler-149",0.04670000,,,"M-R relationship",571.03400000,"Kepler"
"Kepler-124 d","Kepler-124",0.00444000,,,"M-R relationship",420.04600000,"Kepler"
"Kepler-276 d","Kepler-276",0.05100000,0.01600000,-0.01400000,"Mass",1144.86000000,"Kepler"
"Kepler-114 c","Kepler-114",0.00900000,0.00200000,-0.00200000,"Mass",259.53300000,"Kepler"
"Kepler-297 b","Kepler-297",0.15300000,0.03500000,-0.02200000,"Mass",692.14000000,"Kepler"
"WASP-83 b","WASP-83",0.30000000,0.03000000,-0.03000000,"Mass",271.10300000,"SuperWASP"
"WASP-89 b","WASP-89",5.90000000,0.40000000,-0.40000000,"Mass",290.94600000,"SuperWASP"
"Kepler-402 c","Kepler-402",0.00961000,,,"M-R relationship",625.33900000,"Kepler"
"Kepler-157 b","Kepler-157",0.00724000,,,"M-R relationship",773.71300000,"Kepler"
"HATS-6 b","HATS-6",0.31900000,0.07000000,-0.07000000,"Mass",169.31800000,"HATSouth"
"Kepler-450 c","Kepler-450",0.03932920,0.01006828,-0.00818047,"Mass",455.98200000,"Kepler"
"Kepler-81 c","Kepler-81",0.01400000,0.00800000,-0.00600000,"Mass",348.29100000,"Kepler"
"Kepler-412 b","Kepler-412",0.94100000,0.12500000,-0.01900000,"Mass",1086.24000000,"Kepler"
"Kepler-92 b","Kepler-92",0.20200000,0.04400000,-0.04400000,"Mass",477.99200000,"Kepler"
"Kepler-288 c","Kepler-288",0.02670000,,,"M-R relationship",1194.15000000,"Kepler"
"Kepler-295 b","Kepler-295",0.00624000,,,"M-R relationship",1699.19000000,"Kepler"
"Kepler-178 d","Kepler-178",0.04650000,,,"M-R relationship",716.02500000,"Kepler"
"Kepler-44 b","Kepler-44",1.00000000,0.10000000,-0.10000000,"Mass",1188.00000000,"Kepler"
"Kepler-41 b","Kepler-41",0.56000000,0.08000000,-0.08000000,"Mass",1093.08000000,"Kepler"
"Kepler-450 d","Kepler-450",0.05537552,0.02989019,-0.02108045,"Mass",455.98200000,"Kepler"
"POTS-1 b","POTS-1",2.31000000,0.77000000,-0.77000000,"Mass",747.95900000,"La Silla Observatory"
"Kepler-350 d","Kepler-350",0.04700000,0.01700000,-0.01500000,"Mass",956.85900000,"Kepler"
"Kepler-238 f","Kepler-238",0.04200000,0.00900000,-0.00800000,"Mass",1798.75000000,"Kepler"
"Kepler-287 c","Kepler-287",0.20765922,0.05663433,-0.04719528,"Mass",835.86000000,"Kepler"
"Kepler-285 b","Kepler-285",0.00742000,,,"M-R relationship",824.31000000,"Kepler"
"Kepler-181 b","Kepler-181",0.00678000,,,"M-R relationship",609.28300000,"Kepler"
"Kepler-1398 c","Kepler-1398",0.00340000,,,"M-R relationship",852.20400000,"Kepler"
"RR Cae b","RR Cae",4.20000000,0.40000000,-0.40000000,"Msini",21.19160000,"Leoncito Astronomical Complex"
"WASP-24 b","WASP-24",1.24000000,0.29000000,-0.29000000,"Mass",322.11400000,"SuperWASP"
"WASP-21 b","WASP-21",0.30000000,0.01100000,-0.01100000,"Mass",258.42600000,"SuperWASP"
"LHS 3844 b","LHS 3844",0.00708000,,,"M-R relationship",14.88460000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-237 b","TOI-237",0.00839000,,,"M-R relationship",38.07490000,"Transiting Exoplanet Survey Satellite (TESS)"
"K2-237 b","K2-237",1.36600000,0.11000000,-0.09200000,"Mass",314.99500000,"K2"
"Kepler-284 b","Kepler-284",0.01780000,,,"M-R relationship",1031.95000000,"Kepler"
"Kepler-654 b","Kepler-654",0.01550000,,,"M-R relationship",974.12400000,"Kepler"
"Kepler-199 c","Kepler-199",0.03340000,,,"M-R relationship",521.05400000,"Kepler"
"Kepler-214 b","Kepler-214",0.02300000,,,"M-R relationship",1208.44000000,"Kepler"
"Kepler-87 b","Kepler-87",1.02000000,0.02800000,-0.02800000,"Mass",1232.90000000,"Kepler"
"Kepler-75 b","Kepler-75",10.10000000,0.40000000,-0.40000000,"Mass",835.35600000,"Kepler"
"Kepler-74 b","Kepler-74",0.63000000,0.12000000,-0.12000000,"Mass",1177.55000000,"Kepler"
"Kepler-145 c","Kepler-145",0.25000000,0.05200000,-0.05200000,"Mass",566.85000000,"Kepler"
"Kepler-328 b","Kepler-328",0.09000000,0.04100000,-0.03900000,"Mass",2213.19000000,"Kepler"
"Kepler-115 c","Kepler-115",0.02290000,,,"M-R relationship",623.60900000,"Kepler"
"Kepler-341 c","Kepler-341",0.01110000,,,"M-R relationship",1047.03000000,"Kepler"
"Kepler-225 b","Kepler-225",0.00588000,,,"M-R relationship",561.10100000,"Kepler"
"Kepler-871 b","Kepler-871",0.04240000,,,"M-R relationship",1976.05000000,"Kepler"
"Kepler-56 c","Kepler-56",0.57000000,0.06600000,-0.06000000,"Mass",912.99400000,"Kepler"
"XO-5 b","XO-5",1.19000000,0.03000000,-0.03000000,"Mass",276.21100000,"XO"
"Kepler-447 b","Kepler-447",1.37000000,0.48000000,-0.46000000,"Mass",268.04100000,"Kepler"
"Kepler-216 b","Kepler-216",0.01930000,,,"M-R relationship",1187.47000000,"Kepler"
"Kepler-259 c","Kepler-259",0.02440000,,,"M-R relationship",1002.14000000,"Kepler"
"Kepler-293 b","Kepler-293",0.03030000,,,"M-R relationship",974.63300000,"Kepler"
"Kepler-291 b","Kepler-291",0.01670000,,,"M-R relationship",1786.48000000,"Kepler"
"Kepler-242 c","Kepler-242",0.01470000,,,"M-R relationship",600.24100000,"Kepler"
"Kepler-240 b","Kepler-240",0.00771000,,,"M-R relationship",746.92700000,"Kepler"
"Kepler-56 b","Kepler-56",0.07000000,0.01200000,-0.01100000,"Mass",912.99400000,"Kepler"
"WASP-16 b","WASP-16",1.24000000,0.25000000,-0.25000000,"Mass",194.13400000,"SuperWASP"
"WASP-17 b","WASP-17",0.78000000,0.23000000,-0.23000000,"Mass",405.90800000,"SuperWASP"
"WASP-18 b","WASP-18",10.20000000,0.35000000,-0.35000000,"Mass",123.48300000,"SuperWASP"
"HAT-P-54 b","HAT-P-54",0.76000000,0.03200000,-0.03200000,"Mass",143.65100000,"HATNet"
"Kepler-148 c","Kepler-148",0.03980000,,,"M-R relationship",791.16300000,"Kepler"
"Kepler-179 b","Kepler-179",0.01050000,,,"M-R relationship",605.68000000,"Kepler"
"Kepler-303 b","Kepler-303",0.00201000,,,"M-R relationship",209.73800000,"Kepler"
"Kepler-260 b","Kepler-260",0.01480000,,,"M-R relationship",627.36500000,"Kepler"
"Kepler-226 b","Kepler-226",0.07600000,0.03700000,-0.03200000,"Mass",980.13800000,"Kepler"
"WASP-26 b","WASP-26",0.85000000,0.23000000,-0.23000000,"Mass",252.75900000,"SuperWASP"
"WASP-33 b","WASP-33",2.09300000,0.13900000,-0.13900000,"Mass",121.94400000,"SuperWASP"
"HATS-14 b","HATS-14",1.07100000,0.07000000,-0.07000000,"Mass",513.01100000,"HATSouth"
"HD 95086 b","HD 95086",5.00000000,2.00000000,-2.00000000,"Mass",86.22790000,"Paranal Observatory"
"Kepler-165 c","Kepler-165",0.01760000,,,"M-R relationship",560.88500000,"Kepler"
"Kepler-197 d","Kepler-197",0.00624000,,,"M-R relationship",330.57500000,"Kepler"
"Kepler-125 b","Kepler-125",0.01950000,,,"M-R relationship",183.36500000,"Kepler"
"Kepler-306 c","Kepler-306",0.01930000,,,"M-R relationship",775.67900000,"Kepler"
"KOI-351 e","KOI-351",0.02380000,,,"M-R relationship",848.25400000,"Kepler"
"KOI-351 c","KOI-351",0.00570000,,,"M-R relationship",848.25400000,"Kepler"
"Kepler-222 c","Kepler-222",0.06120000,,,"M-R relationship",758.85400000,"Kepler"
"Kepler-184 d","Kepler-184",0.02130000,,,"M-R relationship",610.32600000,"Kepler"
"Kepler-309 b","Kepler-309",0.00961000,,,"M-R relationship",544.56800000,"Kepler"
"Kepler-696 b","Kepler-696",0.09840000,,,"M-R relationship",1416.44000000,"Kepler"
"Kepler-11 f","Kepler-11",0.00600000,0.00300000,-0.00300000,"Mass",646.34600000,"Kepler"
"Kepler-11 e","Kepler-11",0.02500000,0.00500000,-0.00700000,"Mass",646.34600000,"Kepler"
"Kepler-11 g","Kepler-11",0.07900000,,,"Mass",646.34600000,"Kepler"
"Kepler-166 c","Kepler-166",0.01970000,,,"M-R relationship",603.53000000,"Kepler"
"Kepler-275 b","Kepler-275",0.01910000,,,"M-R relationship",2034.25000000,"Kepler"
"Kepler-1298 b","Kepler-1298",0.00714000,,,"M-R relationship",544.16300000,"Kepler"
"Kepler-11 c","Kepler-11",0.00900000,0.00900000,-0.00500000,"Mass",646.34600000,"Kepler"
"WASP-57 b","WASP-57",0.64400000,0.06200000,-0.06200000,"Mass",398.27600000,"SuperWASP"
"HAT-P-50 b","HAT-P-50",1.35000000,0.07300000,-0.07300000,"Mass",515.45800000,"HATNet"
"MOA-2008-BLG-379L b","MOA-2008-BLG-379L",4.10000000,1.70000000,-1.90000000,"Mass",3300.00000000,"MOA"
"HD 13908 b","HD 13908",0.86500000,0.03500000,-0.03500000,"Msini",79.55150000,"Haute-Provence Observatory"
"Kepler-108 b","Kepler-108",0.17600000,,,"M-R relationship",338.73200000,"Kepler"
"Kepler-264 b","Kepler-264",0.03480000,,,"M-R relationship",942.17300000,"Kepler"
"Kepler-279 b","Kepler-279",13.15467689,,,"Mass",1037.40000000,"Kepler"
"Kepler-286 c","Kepler-286",0.00771000,,,"M-R relationship",1226.85000000,"Kepler"
"GJ 667 C c","GJ 667 C",0.01200000,0.00500000,-0.00400000,"Msini",7.24396000,"La Silla Observatory"
"HD 13908 c","HD 13908",5.13000000,0.25000000,-0.25000000,"Msini",79.55150000,"Haute-Provence Observatory"
"HD 159243 b","HD 159243",1.13000000,0.05000000,-0.05000000,"Msini",73.30550000,"Haute-Provence Observatory"
"Kepler-261 b","Kepler-261",0.01700000,,,"M-R relationship",317.49900000,"Kepler"
"HIP 57274 c","HIP 57274",0.40902369,0.00943901,-0.00943901,"Msini",25.86180000,"W. M. Keck Observatory"
"Kepler-292 d","Kepler-292",0.01760000,,,"M-R relationship",1056.48000000,"Kepler"
"GJ 667 C f","GJ 667 C",0.00800000,0.00400000,-0.00400000,"Msini",7.24396000,"La Silla Observatory"
"HD 73526 c","HD 73526",2.25000000,0.13000000,-0.13000000,"Msini",97.23960000,"Anglo-Australian Telescope"
"HD 106906 b","HD 106906",11.00000000,2.00000000,-2.00000000,"Mass",103.02900000,"Las Campanas Observatory"
"Kepler-119 b","Kepler-119",0.03980000,,,"M-R relationship",701.99600000,"Kepler"
"HD 220074 b","HD 220074",16.64000000,13.26000000,-13.26000000,"Msini",324.54000000,"Bohyunsan Optical Astronomical Observatory"
"Kepler-297 c","Kepler-297",0.13200000,0.04400000,-0.02900000,"Mass",692.14000000,"Kepler"
"Kepler-343 b","Kepler-343",0.02010000,,,"M-R relationship",927.19300000,"Kepler"
"Kepler-282 d","Kepler-282",0.19200000,0.11300000,-0.11400000,"Mass",1337.61000000,"Kepler"
"Kepler-158 b","Kepler-158",0.01620000,,,"M-R relationship",315.17700000,"Kepler"
"Kepler-273 b","Kepler-273",0.00899000,,,"M-R relationship",713.96400000,"Kepler"
"Kepler-677 b","Kepler-677",0.07860000,,,"M-R relationship",1954.08000000,"Kepler"
"Kepler-306 b","Kepler-306",0.00920000,,,"M-R relationship",775.67900000,"Kepler"
"Kepler-267 d","Kepler-267",0.01820000,,,"M-R relationship",264.99300000,"Kepler"
"DP Leo b","DP Leo",6.28000000,0.58000000,-0.58000000,"Mass",305.68400000,"Yunnan Astronomical Observatory"
"HAT-P-19 b","HAT-P-19",0.27700000,0.01700000,-0.01600000,"Mass",202.07800000,"HATNet"
"HAT-P-34 b","HAT-P-34",3.33000000,0.21000000,-0.20000000,"Mass",249.32500000,"HATNet"
"WASP-11 b","WASP-11",0.79000000,0.17000000,-0.17000000,"Mass",124.73000000,"SuperWASP"
"WASP-37 b","WASP-37",1.80000000,0.17000000,-0.17000000,"Mass",392.79100000,"SuperWASP"
"WASP-90 b","WASP-90",0.63000000,0.07000000,-0.07000000,"Mass",466.43300000,"SuperWASP"
"K2-26 b","K2-26",0.02390000,,,"M-R relationship",99.05040000,"K2"
"Kepler-276 c","Kepler-276",0.05200000,0.01400000,-0.01100000,"Mass",1144.86000000,"Kepler"
"Kepler-305 b","Kepler-305",0.03300000,0.00800000,-0.00600000,"Mass",868.47700000,"Kepler"
"Kepler-266 b","Kepler-266",0.02110000,,,"M-R relationship",1370.79000000,"Kepler"
"Kepler-121 c","Kepler-121",0.01820000,,,"M-R relationship",510.52300000,"Kepler"
"Kepler-338 d","Kepler-338",0.02920000,,,"M-R relationship",552.79800000,"Kepler"
"2MASS J01225093-2439505 b","2MASS J01225093-2439505",24.50000000,2.50000000,-2.50000000,"Mass",33.82810000,"W. M. Keck Observatory"
"WASP-52 b","WASP-52",0.46000000,0.02000000,-0.02000000,"Mass",174.81800000,"SuperWASP"
"WASP-75 b","WASP-75",1.07000000,0.05000000,-0.05000000,"Mass",294.00100000,"SuperWASP"
"WASP-135 b","WASP-135",1.90000000,0.08000000,-0.08000000,"Mass",298.21400000,"SuperWASP"
"HD 222237 b","HD 222237",5.19000000,0.58000000,-0.58000000,"Mass",11.44690000,"Multiple Observatories"
"Kepler-126 d","Kepler-126",0.17175992,0.07272723,-0.07272723,"Msini",237.40100000,"Kepler"
"Kepler-381 c","Kepler-381",0.00459000,,,"M-R relationship",267.32300000,"Kepler"
"Kepler-249 d","Kepler-249",0.00972000,,,"M-R relationship",190.40100000,"Kepler"
"Kepler-254 d","Kepler-254",0.02140000,,,"M-R relationship",1389.48000000,"Kepler"
"SPECULOOS-3 b","SPECULOOS-3",0.00281000,,,"M-R relationship",,"SPECULOOS Southern Observatory"
"Kepler-363 d","Kepler-363",0.01530000,,,"M-R relationship",762.59600000,"Kepler"
"Kepler-366 b","Kepler-366",0.00859000,,,"M-R relationship",1856.28000000,"Kepler"
"Kepler-141 b","Kepler-141",0.00080900,,,"M-R relationship",301.18300000,"Kepler"
"Kepler-142 d","Kepler-142",0.01670000,,,"M-R relationship",548.68600000,"Kepler"
"Kepler-400 b","Kepler-400",0.01060000,,,"M-R relationship",845.97000000,"Kepler"
"Kepler-204 c","Kepler-204",0.01210000,,,"M-R relationship",686.72300000,"Kepler"
"WASP-41 c","WASP-41",3.18000000,0.20000000,-0.20000000,"Msini",163.37100000,"La Silla Observatory"
"Kepler-312 c","Kepler-312",0.03170000,,,"M-R relationship",797.72000000,"Kepler"
"Kepler-286 d","Kepler-286",0.00733000,,,"M-R relationship",1226.85000000,"Kepler"
"Kepler-91 b","Kepler-91",0.81000000,0.18000000,-0.17000000,"Mass",1294.69000000,"Kepler"
"HR 8799 b","HR 8799",7.00000000,4.00000000,-2.00000000,"Mass",41.24410000,"Gemini Observatory"
"HR 8799 d","HR 8799",10.00000000,3.00000000,-3.00000000,"Mass",41.24410000,"W. M. Keck Observatory"
"HR 8799 e","HR 8799",10.00000000,7.00000000,-4.00000000,"Mass",41.24410000,"W. M. Keck Observatory"
"TOI-4495 b","TOI-4495",0.02422691,0.00440489,-0.00471953,"Mass",132.21400000,"Transiting Exoplanet Survey Satellite (TESS)"
"HD 176986 d","HD 176986",0.02126934,0.00286318,-0.00289464,"Msini",27.78430000,"Multiple Observatories"
"Kepler-354 b","Kepler-354",0.01270000,,,"M-R relationship",554.06400000,"Kepler"
"Kepler-368 b","Kepler-368",0.03360000,,,"M-R relationship",770.97800000,"Kepler"
"Kepler-135 b","Kepler-135",0.01240000,,,"M-R relationship",621.85500000,"Kepler"
"Kepler-383 b","Kepler-383",0.00724000,,,"M-R relationship",470.00000000,"Kepler"
"HAT-P-66 b","HAT-P-66",0.78300000,0.05700000,-0.05700000,"Mass",935.45600000,"HATNet"
"WASP-118 b","WASP-118",0.51400000,0.02000000,-0.02000000,"Mass",376.65800000,"SuperWASP"
"WASP-7 b","WASP-7",0.96000000,0.13000000,-0.13000000,"Mass",162.30300000,"SuperWASP"
"XO-4 b","XO-4",1.42000000,0.19000000,-0.19000000,"Mass",272.65500000,"Lowell Observatory"
"KELT-2 A b","KELT-2 A",1.70000000,0.22000000,-0.22000000,"Mass",134.05800000,"KELT"
"K2-30 b","K2-30",0.57900000,0.02800000,-0.02700000,"Mass",333.04200000,"K2"
"WASP-101 b","WASP-101",0.51000000,0.08000000,-0.08000000,"Mass",201.22400000,"SuperWASP"
"Kepler-104 c","Kepler-104",0.02247458,0.01225049,-0.01225049,"Msini",400.78500000,"Kepler"
"Kepler-369 c","Kepler-369",0.00809000,,,"M-R relationship",214.00000000,"Kepler"
"Kepler-371 b","Kepler-371",0.01330000,,,"M-R relationship",813.19200000,"Kepler"
"Kepler-147 b","Kepler-147",0.00930000,,,"M-R relationship",1042.02000000,"Kepler"
"Kepler-132 d","Kepler-132",0.00951000,,,"M-R relationship",349.54900000,"Kepler"
"Kepler-208 c","Kepler-208",0.00790000,,,"M-R relationship",775.32800000,"Kepler"
"Kepler-487 c","Kepler-487",0.02410000,,,"M-R relationship",872.34300000,"Kepler"
"Kepler-316 c","Kepler-316",0.00521000,,,"M-R relationship",384.93800000,"Kepler"
"Kepler-313 b","Kepler-313",0.02180000,,,"M-R relationship",1079.39524871,"Kepler"
"Kepler-372 c","Kepler-372",0.01580000,,,"M-R relationship",1493.95000000,"Kepler"
"Kepler-373 b","Kepler-373",0.00761000,,,"M-R relationship",1090.45000000,"Kepler"
"HD 176986 c","HD 176986",6.60100000,,,"Mass",27.78430000,"Multiple Observatories"
"Kepler-151 c","Kepler-151",0.01580000,,,"M-R relationship",649.91900000,"Kepler"
"Kepler-386 c","Kepler-386",0.00982000,,,"M-R relationship",882.46200000,"Kepler"
"Kepler-215 c","Kepler-215",0.01190000,,,"M-R relationship",485.99700000,"Kepler"
"Kepler-404 b","Kepler-404",0.00678000,,,"M-R relationship",812.52400000,"Kepler"
"HD 3167 d","HD 3167",0.01362370,0.00141586,-0.00141586,"Msini",47.28990000,"Multiple Observatories"
"Kepler-317 b","Kepler-317",0.34500000,0.35700000,-0.30200000,"Mass",940.58400000,"Kepler"
"Kepler-319 c","Kepler-319",0.02330000,,,"M-R relationship",503.43600000,"Kepler"
"Kepler-375 c","Kepler-375",0.02360000,,,"M-R relationship",1238.81000000,"Kepler"
"Kepler-356 c","Kepler-356",0.01240000,,,"M-R relationship",707.55900000,"Kepler"
"Kepler-387 b","Kepler-387",0.00340000,,,"M-R relationship",801.05200000,"Kepler"
"Kepler-388 b","Kepler-388",0.00144000,,,"M-R relationship",425.00000000,"Kepler"
"Kepler-224 e","Kepler-224",0.01430000,,,"M-R relationship",782.08800000,"Kepler"
"Kepler-226 d","Kepler-226",0.00624000,,,"M-R relationship",980.13800000,"Kepler"
"Kepler-348 b","Kepler-348",0.00920000,,,"M-R relationship",570.78300000,"Kepler"
"Kepler-338 b","Kepler-338",0.09600000,0.07600000,-0.06600000,"Mass",552.79800000,"Kepler"
"Kepler-376 c","Kepler-376",0.01210000,,,"M-R relationship",923.06700000,"Kepler"
"Kepler-377 c","Kepler-377",0.01540000,,,"M-R relationship",823.80400000,"Kepler"
"Kepler-389 b","Kepler-389",0.00909000,,,"M-R relationship",816.55900000,"Kepler"
"Kepler-118 b","Kepler-118",0.01420000,,,"M-R relationship",574.22800000,"Kepler"
"Kepler-123 c","Kepler-123",0.00879000,,,"M-R relationship",1021.66000000,"Kepler"
"Kepler-243 c","Kepler-243",0.01450000,,,"M-R relationship",693.86000000,"Kepler"
"GJ 3470 b","GJ 3470",0.04373407,0.00471950,-0.00471950,"Mass",29.42140000,"La Silla Observatory"
"Kepler-379 c","Kepler-379",0.01840000,,,"M-R relationship",731.27400000,"Kepler"
"Kepler-112 c","Kepler-112",0.02000000,,,"M-R relationship",513.20600000,"Kepler"
"Kepler-137 c","Kepler-137",0.01320000,,,"M-R relationship",302.97900000,"Kepler"
"Kepler-390 b","Kepler-390",0.00150000,,,"M-R relationship",435.27700000,"Kepler"
"HD 221420 b","HD 221420",22.90000000,2.20000000,-2.20000000,"Mass",31.14150000,"Anglo-Australian Telescope"
"Kepler-351 c","Kepler-351",0.03500000,0.03100000,-0.02400000,"Mass",1083.91000000,"Kepler"
"Kepler-327 b","Kepler-327",0.00444000,,,"M-R relationship",241.98700000,"Kepler"
"Kepler-114 b","Kepler-114",0.00342952,0.00154171,-0.00097537,"Mass",259.53300000,"Kepler"
"Kepler-358 c","Kepler-358",0.02670000,,,"M-R relationship",1101.10000000,"Kepler"
"Kepler-169 c","Kepler-169",0.00606000,,,"M-R relationship",406.52900000,"Kepler"
"Kepler-236 b","Kepler-236",0.00972000,,,"M-R relationship",288.76300000,"Kepler"
"Kepler-141 c","Kepler-141",0.00809000,,,"M-R relationship",301.18300000,"Kepler"
"Kepler-858 b","Kepler-858",0.06640000,,,"M-R relationship",298.53200000,"Kepler"
"Kepler-855 b","Kepler-855",0.16600000,,,"M-R relationship",1506.58000000,"Kepler"
"Kepler-321 c","Kepler-321",0.01890000,,,"M-R relationship",384.54200000,"Kepler"
"Kepler-349 b","Kepler-349",0.29700000,0.22300000,-0.19000000,"Mass",940.72400000,"Kepler"
"Kepler-353 c","Kepler-353",0.00780000,,,"M-R relationship",384.69400000,"Kepler"
