PSRJ,r_PSRJ,RAJ2000,DEJ2000,Plx,e_Plx,r_Plx,P0,e_P0,r_P0,DM,e_DM,r_DM,S400,e_S400,r_S400,Dist,DistDM,r_DistDM,Age,Edot
 , ,"h:m:s","d:m:s",mas,mas, ,s,s, ,pc/cm3,pc/cm3, ,mJy,mJy, ,kpc,kpc, ,yr,10-7W
------------,-------,-----------,-----------,------,------,-------,-----------------,--------,-------,-----------,-------,-------,-------,--------,------,-----,-----,----,-------------,--------
J0358+66    ,slr+14 ,03 58 00.00,+66 40 00.0,      ,      ,       , 0.09150682000000, 6.3e-07,slr+14 ,  62.300000,  4e-01,slr+14 ,   5.30,        ,slr+14, 3.52, 3.52,tc93,             ,
J0401-7608  ,mlt+78 ,04 01 51.68,-76 08 13.8,      ,      ,       , 0.54525274235200, 1.6e-11,smd93  ,  21.600000,  4e-01,dmk+93 ,  19.00,        ,tml93 , 1.50, 1.50,tc93,    5620000.0, 3.7e+32
J0406+6138  ,dth78  ,04 06 30.08,+61 38 41.0,      ,      ,       , 0.59457616504370, 8.0e-13,ywml10 ,  65.303000,  7e-03,hlk+04 ,  15.00,  1.0000,lylg95, 3.05, 3.05,tc93,    1690000.0, 1.0e+33
J0407+1607  ,lxf+05 ,04 07 54.94,+16 07 16.4,      ,      ,       , 0.02570173919463, 2.0e-14,lxf+05 ,  35.650000,  2e-02,lxf+05 ,  10.20,        ,lxf+05, 4.07, 4.07,tc93, 5150000000.0, 1.8e+32
J0408+551   ,hrk+08 ,04 08 00.00,+55 00 00.0,      ,      ,       , 1.83700000000000,        ,hrk+08 ,  55.000000,       ,hrk+08 ,       ,        ,      , 2.04, 2.04,tc93,             ,
J0408+552   ,hrk+08 ,04 08 00.00,+55 00 00.0,      ,      ,       , 0.75400000000000,        ,hrk+08 ,  64.000000,       ,hrk+08 ,       ,        ,      , 2.36, 2.36,tc93,             ,
J0410-31    ,bbj+11 ,04 10 39.00,-31 07 29.0,      ,      ,       , 1.87850000000000, 2.0e-04,bbj+11 ,   9.200000,  3e-01,bbj+11 ,       ,        ,      , 0.52, 0.52,tc93,             ,
J0413+58    ,hrk+08 ,04 13 00.00,+58 00 00.0,      ,      ,       , 0.68700000000000,        ,hrk+08 ,  57.000000,       ,hrk+08 ,       ,        ,      , 2.24, 2.24,tc93,             ,
J0415+6954  ,dtws85 ,04 15 55.65,+69 54 09.9,      ,      ,       , 0.39071508993860, 3.0e-13,hlk+04 ,  27.465000,  4e-03,hlk+04 ,   6.70,        ,slr+14, 1.57, 1.57,tc93,   80800000.0, 5.1e+31
J0417+35    ,cnst96 ,04 17 43.00,+35 45 00.0,      ,      ,       , 0.65440000000000, 3.0e-05,cnst96 ,  51.000000,  1e+01,cnst96 ,       ,        ,      , 2.68, 2.68,tc93,             ,
J0417+61    ,slr+14 ,04 17 00.00,+61 08 00.0,      ,      ,       , 0.44028300000000, 1.3e-05,slr+14 ,  71.000000,  2e+00,slr+14 ,   1.50,        ,slr+14, 3.60, 3.60,tc93,             ,
J0418-4154  ,bcm+15 ,04 18 04.20,-41 54 10.8,      ,      ,       , 0.75711887132000, 6.0e-11,bcm+15 ,  24.540000,  8e-02,bcm+15 ,       ,        ,      , 2.46, 2.46,tc93,   12300000.0, 8.9e+31
J0418+5732  ,vck+10 ,04 18 33.87,+57 32 22.9,      ,      ,       , 9.07838822000000, 5.0e-08,rip+13 ,           ,       ,       ,       ,        ,      ,     ,     ,    ,   35100000.0, 2.2e+29
J0419+44    ,hrk+08 ,04 19 00.00,+44 00 00.0,      ,      ,       , 1.24100000000000,        ,hrk+08 ,  71.000000,       ,hrk+08 ,       ,        ,      , 3.12, 3.12,tc93,             ,
J0420-5022  ,hmz+04 ,04 20 01.95,-50 22 48.1,      ,      ,       , 3.45300402700000, 1.2e-08,kv11   ,           ,       ,       ,       ,        ,      ,     ,     ,    ,    1980000.0, 2.6e+31
J0421-0345  ,mld+96 ,04 21 33.56,-03 45 06.6,      ,      ,       , 2.16130849455200, 1.5e-11,hlk+04 ,  44.610000,  9e-02,hlk+04 ,   6.00,        ,mld+96, 3.09, 3.09,tc93,   29400000.0, 4.5e+30
J0426+4933  ,hrk+08 ,04 26 06.81,+49 33 38.5,      ,      ,       , 0.92247473005500, 2.0e-12,bck+13 ,  85.000000,       ,hrk+08 ,       ,        ,      , 3.60, 3.60,tc93,     371000.0, 2.0e+33
J0435+27    ,rtj+96 ,04 35 34.00,+27 44 00.0,      ,      ,       , 0.32627930000000, 9.0e-07,rtj+96 ,  53.000000,  5e+00,rtj+96 ,   2.00,        ,rtj+96, 3.43, 3.43,tc93,             ,
J0437-4715  ,jlh+93 ,04 37 15.90,-47 15 09.1, 6.370, 0.090,rhc+15 , 0.00575745193671, 1.7e-17,rhc+15 ,   2.644760,  7e-05,vbv+08 , 550.00,100.0000,tbms98, 0.16, 0.14,tc93, 1590000000.0, 1.2e+34
J0447-04    ,kkl+15 ,04 47 00.00,-04 35 00.0,      ,      ,       , 2.18819000000000, 2.0e-05,kkl+15 ,  29.830000,  4e-02,kkl+15 ,       ,        ,      , 2.90, 2.90,tc93,             ,
J0448-2749  ,lml+98 ,04 48 41.57,-27 49 46.7,      ,      ,       , 0.45044833085630, 1.7e-12,hlk+04 ,  26.220000,  4e-02,hlk+04 ,   2.00,        ,lml+98, 2.87, 2.87,tc93,   48100000.0, 6.4e+31
J0449-7031  ,mfl+06 ,04 49 05.67,-70 31 31.7,      ,      ,       , 0.47916397129100, 1.4e-11,mfl+06 ,  65.830000,  7e-02,mfl+06 ,       ,        ,      ,49.70, 3.03,tc93,    2250000.0, 1.2e+33
J0450-1248  ,mlt+78 ,04 50 08.78,-12 48 07.1,      ,      ,       , 0.43801414939060, 8.0e-13,hlk+04 ,  37.041000,  1e-02,hlk+04 ,  11.00,  1.0000,lylg95, 3.27, 3.27,tc93,   67600000.0, 4.8e+31
J0451-67    ,mfl+06 ,04 51 50.00,-67 18 00.0,      ,      ,       , 0.24545429000000, 7.0e-08,mfl+06 ,  45.000000,  1e+00,mfl+06 ,       ,        ,      ,49.70, 2.97,tc93,             ,
J0452-1759  ,vlw69  ,04 52 34.11,-17 59 23.4, 0.600, 1.400,cbv+09 , 0.54893922329400, 3.0e-12,hlk+04 ,  39.903000,  3e-03,hlk+04 ,  82.00, 10.0000,lylg95, 0.40, 3.14,tc93,    1510000.0, 1.4e+33
J0453+1559  ,dsm+13 ,04 53 45.41,+15 59 21.3,      ,      ,       , 0.04578181687295, 3.3e-15,msf+15 ,  30.305300,  3e-04,msf+15 ,       ,        ,      , 1.83, 1.83,tc93,  390000000.0, 7.7e+32
J0454+5543  ,dth78  ,04 54 07.75,+55 43 41.4, 0.840, 0.050,cbv+09 , 0.34072943623500, 1.0e-11,hlk+04 ,  14.594300,  9e-04,srb+15 ,  49.90,        ,slr+14, 1.18, 0.90,tc93,    2280000.0, 2.4e+33
J0455-6951  ,mmh+91 ,04 55 47.55,-69 51 34.3,      ,      ,       , 0.32042271152600, 1.2e-11,ckm+01 ,  94.890000,  1e-01,ckm+01 ,   0.60,        ,mmh+91,49.70, 3.06,tc93,     497000.0, 1.2e+34
J0456-69    ,rcl+13 ,04 56 30.00,-69 10 00.0,      ,      ,       , 0.11707305100000, 1.5e-08,rcl+13 , 103.000000,  1e+00,rcl+13 ,       ,        ,      ,49.70, 3.05,tc93,             ,
J0456-7031  ,mfl+06 ,04 56 02.50,-70 31 06.6,      ,      ,       , 0.80013207321000, 1.0e-10,mfl+06 , 100.300000,  3e-01,mfl+06 ,       ,        ,      ,49.70, 3.08,tc93,     345000.0, 2.8e+33
J0457+23    ,dsm+13 ,04 57 06.00,+23 34 00.0,      ,      ,       , 0.50490000000000,        ,dsm+13 ,  59.000000,       ,dsm+13 ,       ,        ,      , 3.89, 3.89,tc93,             ,
J0457-6337  ,mfl+06 ,04 57 07.79,-63 37 30.4,      ,      ,       , 2.49701169613000, 1.9e-10,mfl+06 ,  27.500000,  1e+00,mfl+06 ,       ,        ,      , 2.94, 2.94,tc93,  188000000.0, 5.3e+29
J0457-69    ,rcl+13 ,04 57 02.00,-69 46 00.0,      ,      ,       , 0.23139038800000, 7.3e-08,rcl+13 ,  91.000000,  1e+00,rcl+13 ,       ,        ,      ,49.70, 3.06,tc93,             ,
J0458-0505  ,lbr+13 ,04 58 37.12,-05 05 05.1,      ,      ,       , 1.88347965849000, 1.8e-10,lbr+13 ,  47.806000,  3e-02,lbr+13 ,       ,        ,      , 3.83, 3.83,tc93,   56300000.0, 3.1e+30
J0458-67    ,rcl+13 ,04 58 59.00,-67 43 00.0,      ,      ,       , 1.13390000000000, 1.8e-06,rcl+13 ,  97.000000,  2e+00,rcl+13 ,       ,        ,      ,49.70, 3.03,tc93,             ,
J0459-0210  ,mld+96 ,04 59 51.94,-02 10 06.6,      ,      ,       , 1.13307612365900, 6.0e-12,hlk+04 ,  21.020000,  3e-02,hlk+04 ,  11.00,        ,mld+96, 1.30, 1.30,tc93,   12800000.0, 3.8e+31
J0501+4516  ,gwk08  ,05 01 06.76,+45 16 33.9,      ,      ,       , 5.76209653000000, 4.0e-08,gwk+10 ,           ,       ,       ,       ,        ,      , 2.20,     ,    ,      15700.0, 1.2e+33
J0502+4654  ,dth78  ,05 02 04.56,+46 54 06.1,      ,      ,       , 0.63856548151700, 3.0e-12,hlk+04 ,  42.187000,  8e-03,hlk+04 ,  10.90,        ,slr+14, 1.78, 1.78,tc93,    1810000.0, 8.5e+32
J0502-6617  ,mmh+91 ,05 02 50.53,-66 17 58.8,      ,      ,       , 0.69125141818000, 4.0e-11,ckm+01 ,  68.900000,  3e-01,ckm+01 ,   1.00,        ,mmh+91,49.70, 3.03,tc93,     474000.0, 2.8e+33
J0509+08    ,dsm+13 ,05 09 24.00,+08 57 00.0,      ,      ,       , 0.00410000000000,        ,dsm+13 ,  38.000000,       ,dsm+13 ,   5.00,        ,dsm+13, 2.58, 2.58,tc93,             ,
J0510+38    ,slr+14 ,05 09 59.00,+38 12 00.0,      ,      ,       , 0.07656440000000, 4.4e-07,slr+14 ,  69.000000,  1e+00,slr+14 ,   3.40,        ,slr+14, 2.74, 2.74,tc93,             ,
J0511-6508  ,mfl+06 ,05 11 56.50,-65 08 36.5,      ,      ,       , 0.32206182746800, 8.0e-12,mfl+06 ,  25.660000,  8e-02,mfl+06 ,       ,        ,      , 2.17, 2.17,tc93,   24800000.0, 2.4e+32
J0514-4002A ,fgri04 ,05 14 06.69,-40 02 48.9,      ,      ,       , 0.00499057511411, 3.0e-15,frg07  ,  52.148900,  6e-04,frg07  ,   0.28,  0.0600,frg07 ,12.10, 3.06,tc93,67500000000.0, 3.7e+32
J0514-4407  ,bcm+15 ,05 14 51.84,-44 07 06.5,      ,      ,       , 0.30220000000000,        ,bcm+15 ,  15.400000,       ,bcm+15 ,       ,        ,      , 0.92, 0.92,tc93,             ,
J0517+22    ,cha03  ,05 17 10.00,+22 16 00.0,      ,      ,       , 0.22234400000000,        ,cha03  ,  20.000000,       ,cha03  ,   7.00,        ,cha03 , 1.10, 1.10,tc93,             ,
J0519+44    ,hrk+08 ,05 19 00.00,+44 00 00.0,      ,      ,       , 0.51500000000000,        ,hrk+08 ,  52.000000,       ,hrk+08 ,       ,        ,      , 2.03, 2.03,tc93,             ,
J0519+54    ,slr+14 ,05 20 00.00,+54 25 00.0,      ,      ,       , 0.34019400000000, 1.2e-05,slr+14 ,  43.000000,  1e+00,slr+14 ,   3.80,        ,slr+14, 2.03, 2.03,tc93,             ,
J0519-6932  ,mfl+06 ,05 19 46.92,-69 32 23.5,      ,      ,       , 0.26321163456800, 3.0e-12,mfl+06 , 119.400000,  5e-01,mfl+06 ,       ,        ,      ,49.70, 3.21,tc93,    5980000.0, 1.5e+33
J0520-2553  ,lml+98 ,05 20 36.19,-25 53 12.3,      ,      ,       , 0.24164217567310, 7.0e-13,hlk+04 ,  33.770000,  3e-02,hlk+04 ,   8.00,        ,lml+98, 3.47, 3.47,tc93,  127000000.0, 8.4e+31
J0521-68    ,rcl+13 ,05 21 44.00,-68 35 00.0,      ,      ,       , 0.43342070000000, 3.0e-07,rcl+13 , 136.000000,  4e+00,rcl+13 ,       ,        ,      ,49.70, 3.21,tc93,             ,
J0522-6847  ,mfl+06 ,05 22 23.06,-68 47 02.2,      ,      ,       , 0.67453190906000, 3.0e-11,mfl+06 , 126.450000,  7e-02,mfl+06 ,       ,        ,      ,49.70, 3.21,tc93,     603000.0, 2.3e+33
J0525+1115  ,mlt+78 ,05 25 56.45,+11 15 19.1,      ,      ,       , 0.35443759451370, 1.3e-13,hlk+04 ,  79.345000,  3e-03,hlk+04 ,  19.50,  0.9000,lylg95, 7.68, 7.68,tc93,   76300000.0, 6.5e+31
J0525-6607  ,mgi+79 ,05 26 00.90,-66 04 36.3,      ,      ,       , 8.04700000000000, 2.0e-04,kkm+03 ,           ,       ,       ,       ,        ,      ,     ,     ,    ,       1960.0, 4.9e+33
J0528+2200  ,sr68   ,05 28 52.26,+22 00 04.0,      ,      ,       , 3.74553925030000, 3.0e-11,ywml10 ,  50.937000,  2e-02,hlk+04 ,  57.00,  5.0000,lylg95, 2.28, 2.28,tc93,    1480000.0, 3.0e+31
J0529-6652  ,mhah83 ,05 29 50.92,-66 52 38.2,      ,      ,       , 0.97572496638000, 6.0e-11,ckm+01 , 103.200000,  3e-01,ckm+01 ,       ,        ,      ,49.70, 3.26,tc93,     997000.0, 6.6e+32
J0532-6639  ,mfl+06 ,05 32 59.51,-66 39 37.3,      ,      ,       , 0.64274275093000, 3.0e-11,mfl+06 ,  69.300000,  2e+00,mfl+06 ,       ,        ,      ,49.70, 3.27,tc93,    1900000.0, 8.0e+32
J0532-69    ,rcl+13 ,05 32 04.00,-69 46 00.0,      ,      ,       , 0.57459786000000, 7.0e-07,rcl+13 , 124.000000,  1e+00,rcl+13 ,       ,        ,      ,49.70, 3.30,tc93,             ,
J0533+0402  ,snt97  ,05 33 25.82,+04 02 00.5,      ,      ,       , 0.96301770198000, 2.0e-11,snt97  ,  83.700000,  1e-01,snt97  ,       ,        ,      , 6.66, 6.66,tc93,   95400000.0, 7.1e+30
J0533+67    ,rap+12 ,05 33 00.00,+67 00 00.0,      ,      ,       , 0.00439000000000,        ,rap+12 ,  57.400000,       ,rap+12 ,       ,        ,      , 5.80, 5.80,tc93,             ,
J0534+2200  ,sr68   ,05 34 31.97,+22 00 52.1,      ,      ,       , 0.03339241230000, 1.2e-09,ljg+15 ,  56.791000,  1e-03,cr71   , 550.00,100.0000,tbms98, 2.00, 2.49,tc93,       1260.0, 4.5e+38
J0534-6703  ,mfl+06 ,05 34 36.17,-67 03 48.8,      ,      ,       , 1.81756503106000, 1.7e-10,mfl+06 ,  94.700000,  1e+00,mfl+06 ,       ,        ,      ,49.70, 3.30,tc93,      67800.0, 2.8e+33
J0535-66    ,rcl+13 ,05 35 40.00,-66 52 00.0,      ,      ,       , 0.21052435700000, 3.0e-08,rcl+13 ,  75.000000,  1e+00,rcl+13 ,       ,        ,      ,49.70, 3.30,tc93,             ,
J0535-6935  ,ckm+01 ,05 35 00.00,-69 35 00.0,      ,      ,       , 0.20051133000000, 2.0e-08,mfl+06 ,  93.700000,  4e-01,mfl+06 ,       ,        ,      ,49.70, 3.33,tc93,     276000.0, 5.6e+34
J0536-7543  ,mlt+78 ,05 36 30.79,-75 43 56.7,      ,      ,       , 1.24585559629000, 5.0e-11,smd93  ,  17.500000,  5e-01,dmk+93 ,  75.00,        ,tml93 , 1.04, 1.04,tc93,   34900000.0, 1.2e+31
J0537-69    ,rcl+13 ,05 37 43.00,-69 21 00.0,      ,      ,       , 0.11261321200000, 2.0e-08,rcl+13 , 273.000000,  1e+00,rcl+13 ,       ,        ,      ,49.70, 3.35,tc93,             ,
J0537-6910  ,mgz+98 ,05 37 47.42,-69 10 19.9,      ,      ,       , 0.01612222202450, 4.0e-13,mgm+04 ,           ,       ,       ,       ,        ,      ,49.70,     ,    ,       4930.0, 4.9e+38
J0538+2817  ,fcwa95 ,05 38 25.06,+28 17 09.2, 0.720, 0.120,cbv+09 , 0.14315825891177, 1.1e-13,klh+03 ,  39.570000,  1e-03,lwf+04 ,   8.20,  0.2000,lwf+04, 1.30, 1.77,tc93,     618000.0, 4.9e+34
J0540+3207  ,cfl+06 ,05 40 37.12,+32 07 37.3,      ,      ,       , 0.52427086320830, 5.0e-13,nab+13 ,  61.970000,  4e-02,nab+13 ,       ,        ,      , 2.37, 2.37,tc93,   18500000.0, 1.2e+32
J0540-6919  ,shh84  ,05 40 11.20,-69 19 54.2,      ,      ,       , 0.05049881764574, 6.0e-14,lkg05  , 146.500000,  2e-01,jr03   ,   0.00,  0.0007,msl+10,49.70, 3.36,tc93,       1670.0, 1.5e+38
J0540-7125  ,lml+98 ,05 40 30.80,-71 25 31.4,      ,      ,       , 1.28601459500000, 3.0e-09,dsb+98 ,  29.410000,  7e-02,dsb+98 ,   5.00,        ,lml+98, 2.69, 2.69,tc93,   24800000.0, 1.5e+31
J0542-68    ,rcl+13 ,05 42 35.00,-68 16 00.0,      ,      ,       , 0.42518900000000, 7.2e-07,rcl+13 , 114.000000,  5e+00,rcl+13 ,       ,        ,      ,49.70, 3.38,tc93,             ,
J0543+2329  ,dls72  ,05 43 09.66,+23 29 05.0,      ,      ,       , 0.24597476889010, 1.9e-12,hlk+04 ,  77.711500,  2e-03,hlk+04 ,  29.00,  1.0000,lylg95, 3.54, 3.54,tc93,     253000.0, 4.1e+34
J0543-6851  ,mfl+06 ,05 43 52.71,-68 51 25.3,      ,      ,       , 0.70895418575000, 6.0e-11,mfl+06 , 131.000000,  4e+00,mfl+06 ,       ,        ,      ,49.70, 3.39,tc93,    2850000.0, 4.4e+32
J0545-03    ,kkl+15 ,05 45 00.00,-03 10 00.0,      ,      ,       , 1.07393000000000, 2.0e-05,kkl+15 ,  67.200000,  4e-01,kkl+15 ,       ,        ,      , 6.30, 6.30,tc93,             ,
J0546+2441  ,clm+05 ,05 46 28.76,+24 41 21.0,      ,      ,       , 2.84385038524000, 6.0e-11,clm+05 ,  73.810000,  3e-02,clm+05 ,   2.65,  0.1000,clm+05, 3.16, 3.16,tc93,    5890000.0, 1.3e+31
J0554+3107  ,pga+13 ,05 54 05.01,+31 07 41.0,      ,      ,       , 0.46496096573600, 1.6e-11,pga+13 ,           ,       ,       ,       ,        ,      ,     ,     ,    ,      51700.0, 5.6e+34
J0555+3948  ,bck+13 ,05 55 00.00,+39 48 00.0,      ,      ,       , 1.14690580000000, 2.0e-07,bck+13 ,  37.000000,       ,bck+13 ,       ,        ,      , 1.76, 1.76,tc93,             ,
J0555-7056  ,mfl+06 ,05 55 01.85,-70 56 45.6,      ,      ,       , 0.82783808575000, 7.0e-11,mfl+06 ,  73.400000,  2e+00,mfl+06 ,       ,        ,      ,49.70, 3.51,tc93,    2200000.0, 4.1e+32
J0557+1550  ,skl+15 ,05 57 31.45,+15 50 06.0,      ,      ,       , 0.00255636707678, 6.0e-16,skl+15 , 102.572300,  5e-04,skl+15 ,       ,        ,      , 5.65, 5.65,tc93, 5510000000.0, 1.7e+34
J0600-5756  ,mlt+78 ,06 00 46.50,-57 56 54.0,      ,      ,       , 2.26136451300000, 3.0e-09,nmc81  ,  30.000000,  8e+00,nmc81  ,   2.10,        ,tml93 , 2.55, 2.55,tc93,   12900000.0, 9.5e+30
J0601-0527  ,mlt+78 ,06 01 58.98,-05 27 50.6,      ,      ,       , 0.39596916954320, 5.0e-13,hlk+04 ,  80.538000,  5e-03,hlk+04 ,  22.70,  0.9000,lylg95, 7.54, 7.54,tc93,    4820000.0, 8.3e+32
J0605+37    ,rap+12 ,06 05 00.00,+37 00 00.0,      ,      ,       , 0.00273000000000,        ,rap+12 ,  21.000000,       ,rap+12 ,       ,        ,      , 1.16, 1.16,tc93,             ,
J0608+00    ,dsm+13 ,06 08 49.00,+00 39 00.0,      ,      ,       , 1.07620000000000,        ,dsm+13 ,  48.000000,       ,dsm+13 ,       ,        ,      , 2.58, 2.58,tc93,             ,
J0609+2130  ,lxf+05 ,06 09 58.89,+21 30 02.8,      ,      ,       , 0.05569801392951, 2.0e-14,lxf+05 ,  38.730000,  2e-02,lxf+05 ,   0.80,  0.1000,lma+04, 1.82, 1.82,tc93, 3760000000.0, 5.4e+31
J0610-2100  ,bjd+06 ,06 10 13.59,-21 00 28.0,      ,      ,       , 0.00386132470430, 6.0e-16,bjd+06 ,  60.666200,  2e-03,bjd+06 ,       ,        ,      , 5.64, 5.64,tc93, 4950000000.0, 8.5e+33
J0610+37    ,slr+14 ,06 11 00.00,+37 18 00.0,      ,      ,       , 0.44386100000000, 1.4e-05,slr+14 ,  39.000000,  2e+00,slr+14 ,   1.30,        ,slr+14, 1.88, 1.88,tc93,             ,
J0611+30    ,cnst96 ,06 11 16.00,+30 16 00.0,      ,      ,       , 1.41209000000000, 3.0e-06,cnst96 ,  45.300000,       ,cvh+14 ,   1.40,        ,cnst96, 1.95, 1.95,tc93,             ,
J0612+3721  ,stwd85 ,06 12 48.69,+37 21 37.4,      ,      ,       , 0.29798232657184, 1.8e-13,hlk+04 ,  27.135000,  4e-03,hlk+04 ,   8.80,        ,slr+14, 1.49, 1.49,tc93,   79400000.0, 8.9e+31
J0613-0200  ,lnl+95 ,06 13 43.98,-02 00 47.2, 0.860, 0.130,rhc+15 , 0.00306184408768, 1.5e-17,rhc+15 ,  38.779190,  6e-05,hbo06  ,  21.00,  2.0000,lnl+95, 1.09, 2.19,tc93, 5060000000.0, 1.3e+34
J0613+3731  ,cvh+14 ,06 13 12.15,+37 31 38.3,      ,      ,       , 0.61919818110000, 7.0e-11,cvh+14 ,  18.990000,  1e-02,cvh+14 ,   1.60,  0.8000,cvh+14, 1.05, 1.05,tc93,    3020000.0, 5.4e+32
J0614+2229  ,dls72  ,06 14 17.16,+22 30 36.0,      ,      ,       , 0.33495996611000, 1.6e-10,hlk+04 ,  96.910000,  7e-02,hlk+04 ,  29.00,  1.0000,lylg95, 4.74, 4.74,tc93,      89300.0, 6.2e+34
J0614-3329  ,rrc+11 ,06 14 10.35,-33 29 54.1,      ,      ,       , 0.00314866957944, 9.0e-15,rrc+11 ,  37.049000,  1e-03,rrc+11 ,       ,        ,      , 1.02, 2.96,tc93, 2840000000.0, 2.2e+34
J0614+83    ,slr+14 ,06 14 00.00,+83 14 00.0,      ,      ,       , 1.03920300000000, 5.1e-05,slr+14 ,  44.000000,  1e+00,slr+14 ,   1.90,        ,slr+14, 4.04, 4.04,tc93,             ,
J0621+0336  ,bkl+13 ,06 21 11.22,+03 36 45.5,      ,      ,       , 0.26995406836780, 9.0e-13,bkl+13 ,  72.590000,  1e-01,bkl+13 ,       ,        ,      , 3.58, 3.58,tc93,  591000000.0, 1.5e+31
J0621+1002  ,cnst96 ,06 21 22.11,+10 02 38.7,      ,      ,       , 0.02885386073005, 1.0e-15,sna+02 ,  36.601000,  6e-04,sna+02 ,       ,        ,      , 1.88, 1.88,tc93, 9660000000.0, 7.8e+31
J0621+25    ,rap+12 ,06 21 00.00,+25 00 00.0,      ,      ,       , 0.00272000000000,        ,rap+12 ,  83.600000,       ,rap+12 ,       ,        ,      , 4.25, 4.25,tc93,             ,
J0622+3749  ,pga+12 ,06 22 10.51,+37 49 13.6,      ,      ,       , 0.33320823180100, 6.0e-12,pga+12 ,           ,       ,       ,       ,        ,      ,     ,     ,    ,     208000.0, 2.7e+34
J0623+0340  ,bkl+13 ,06 23 46.76,+03 40 06.8,      ,      ,       , 0.61375960002200, 7.0e-12,bkl+13 ,  54.000000,  4e+00,bkl+13 ,       ,        ,      , 2.53, 2.53,tc93,  110000000.0, 1.5e+31
J0624-0424  ,mlt+78 ,06 24 20.03,-04 24 50.4,      ,      ,       , 1.03907647585100, 1.5e-12,hlk+04 ,  70.835000,  1e-02,hlk+04 ,   4.90,  0.5000,lylg95, 4.28, 4.28,tc93,   19800000.0, 2.9e+31
J0625+10    ,cnst96 ,06 25 45.00,+10 16 00.0,      ,      ,       , 0.49839700000000, 3.0e-06,cnst96 ,  78.000000,  2e+01,cnst96 ,       ,        ,      , 3.36, 3.36,tc93,             ,
J0627+0649  ,bkl+13 ,06 27 53.63,+06 49 54.1,      ,      ,       , 0.34652256713100, 1.3e-11,bkl+13 ,  86.600000,  8e-02,bkl+13 ,       ,        ,      , 4.00, 4.00,tc93,    3230000.0, 1.6e+33
J0627+0706  ,cha03  ,06 27 44.17,+07 06 33.3,      ,      ,       , 0.47587700897000, 1.5e-10,bkl+13 , 138.150000,  1e-01,bkl+13 ,   6.00,        ,cha03 , 7.88, 7.88,tc93,     253000.0, 1.1e+34
J0627+16    ,dcm+09 ,06 27 13.00,+16 12 00.0,      ,      ,       , 2.18000000000000,        ,dcm+09 , 113.000000,       ,dcm+09 ,       ,        ,      , 5.87, 5.87,tc93,             ,
J0628+0909  ,cfl+06 ,06 28 36.18,+09 09 13.9,      ,      ,       , 1.24142139129900, 3.0e-12,nab+13 ,  88.300000,  2e-01,nab+13 ,       ,        ,      , 4.00, 4.00,tc93,   35900000.0, 1.1e+31
J0629+2415  ,dth78  ,06 29 05.73,+24 15 43.3,      ,      ,       , 0.47662283603800, 4.0e-12,hlk+04 ,  84.195000,  4e-03,hlk+04 ,  31.00,  2.0000,lylg95, 4.67, 4.67,tc93,    3780000.0, 7.3e+32
J0630-0046  ,bkl+13 ,06 30 26.96,-00 46 05.8,      ,      ,       , 0.68057483226800, 7.0e-12,bkl+13 ,  97.300000,  5e-01,bkl+13 ,       ,        ,      , 5.57, 5.57,tc93,    2880000.0, 4.7e+32
J0630-2834  ,lvw69a ,06 30 49.40,-28 34 42.8, 3.010, 0.410,dtbr09 , 1.24441859615000, 8.0e-11,hlk+04 ,  34.425000,  1e-03,srb+15 , 206.00, 22.0000,lylg95, 0.32, 2.61,tc93,    2770000.0, 1.5e+32
J0631+1036  ,zcwl96 ,06 31 27.52,+10 37 02.5,      ,      ,       , 0.28780002195900, 9.0e-12,ywml10 , 125.360000,  1e-02,waa+09 ,   1.50,        ,zcwl96, 6.54, 6.54,tc93,      43600.0, 1.7e+35
J0633+0632  ,aaa+09c,06 33 44.21,+06 32 34.9,      ,      ,       , 0.29739519058000, 7.0e-11,rkp+11 ,           ,       ,       ,       ,        ,      ,     ,     ,    ,      59200.0, 1.2e+35
J0633+1746  ,hh92   ,06 33 54.15,+17 46 12.9, 6.400, 1.800,cbmt96 , 0.23709944169230, 2.0e-12,jh05   ,   2.890000,  2e-02,mmtl15 ,       ,        ,      , 0.25, 0.15,tc93,     342000.0, 3.2e+34
J0633-2015  ,bjd+06 ,06 33 08.86,-20 15 07.1,      ,      ,       , 3.25321083840000, 5.0e-10,bjd+06 ,  90.700000,  2e-01,bjd+06 ,       ,        ,      , 7.84, 7.84,tc93,   13500000.0, 4.4e+30
J0635+0533  ,cmn+00 ,06 35 18.00,+05 33 11.0,      ,      ,       , 0.03385649500000, 1.2e-08,cmn+00 ,           ,       ,       ,       ,        ,      ,     ,     ,    ,             ,
J0636-4549  ,bjd+06 ,06 36 33.74,-45 49 32.6,      ,      ,       , 1.98459736713000, 4.0e-11,bjd+06 ,  26.310000,  1e-01,bjd+06 ,       ,        ,      , 0.98, 0.98,tc93,    9910000.0, 1.6e+31
J0636+5129  ,slr+14 ,06 36 04.85,+51 29 00.0, 4.900, 0.600,slr+14 , 0.00286895284631,        ,slr+14 ,  11.105980,  6e-05,slr+14 ,   1.80,        ,slr+14, 0.20, 0.61,tc93,13400000000.0, 5.7e+33
